@relation Unknown

@attribute LVFAILURE {TRUE,FALSE}
@attribute HISTORY {TRUE,FALSE}
@attribute HYPOVOLEMIA {TRUE,FALSE}
@attribute LVEDVOLUME {LOW,NORMAL,HIGH}
@attribute CVP {LOW,NORMAL,HIGH}
@attribute PCWP {LOW,NORMAL,HIGH}
@attribute STROKEVOLUME {LOW,NORMAL,HIGH}
@attribute ERRLOWOUTPUT {TRUE,FALSE}
@attribute INTUBATION {NORMAL,ESOPHAGEAL,ONESIDED}
@attribute KINKEDTUBE {TRUE,FALSE}
@attribute DISCONNECT {TRUE,FALSE}
@attribute MINVOLSET {LOW,NORMAL,HIGH}
@attribute VENTMACH {ZERO,LOW,NORMAL,HIGH}
@attribute VENTTUBE {ZERO,LOW,NORMAL,HIGH}
@attribute VENTLUNG {ZERO,LOW,NORMAL,HIGH}
@attribute VENTALV {ZERO,LOW,NORMAL,HIGH}
@attribute ARTCO2 {LOW,NORMAL,HIGH}
@attribute INSUFFANESTH {TRUE,FALSE}
@attribute FIO2 {LOW,NORMAL}
@attribute PVSAT {LOW,NORMAL,HIGH}
@attribute PULMEMBOLUS {TRUE,FALSE}
@attribute SHUNT {NORMAL,HIGH}
@attribute SAO2 {LOW,NORMAL,HIGH}
@attribute ANAPHYLAXIS {TRUE,FALSE}
@attribute TPR {LOW,NORMAL,HIGH}
@attribute CATECHOL {NORMAL,HIGH}
@attribute HR {LOW,NORMAL,HIGH}
@attribute HRBP {LOW,NORMAL,HIGH}
@attribute ERRCAUTER {TRUE,FALSE}
@attribute HREKG {LOW,NORMAL,HIGH}
@attribute HRSAT {LOW,NORMAL,HIGH}
@attribute EXPCO2 {ZERO,LOW,NORMAL,HIGH}
@attribute MINVOL {ZERO,LOW,NORMAL,HIGH}
@attribute PAP {LOW,NORMAL,HIGH}
@attribute PRESS {ZERO,LOW,NORMAL,HIGH}
@attribute CO {LOW,NORMAL,HIGH}
@attribute BP {LOW,NORMAL,HIGH}

@data
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,HIGH,HIGH,HIGH,LOW,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,HIGH,NORMAL,LOW,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,HIGH,HIGH,TRUE,NORMAL,NORMAL,LOW,ZERO,NORMAL,LOW,HIGH,LOW
TRUE,FALSE,TRUE,LOW,LOW,LOW,LOW,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,LOW,LOW,LOW
FALSE,FALSE,TRUE,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,LOW,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,TRUE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,LOW,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,HIGH,NORMAL,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,TRUE,NORMAL,NORMAL,ZERO,ZERO,ZERO,HIGH,FALSE,LOW,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,HIGH,HIGH,TRUE,NORMAL,NORMAL,LOW,ZERO,NORMAL,HIGH,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,ONESIDED,FALSE,FALSE,NORMAL,NORMAL,LOW,LOW,LOW,HIGH,FALSE,NORMAL,LOW,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,ZERO,ZERO,NORMAL,HIGH,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,HIGH,LOW,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,HIGH,NORMAL,LOW,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,TRUE,NORMAL,NORMAL,ZERO,LOW,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,HIGH,NORMAL,HIGH,HIGH,LOW
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,HIGH,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,LOW,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,HIGH,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,HIGH,LOW,HIGH,LOW
FALSE,FALSE,FALSE,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,NORMAL,HIGH,HIGH
TRUE,FALSE,FALSE,LOW,LOW,LOW,LOW,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,TRUE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,NORMAL,LOW
FALSE,FALSE,TRUE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,HIGH,LOW,HIGH,LOW
FALSE,FALSE,FALSE,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,TRUE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,LOW
FALSE,FALSE,FALSE,HIGH,NORMAL,HIGH,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,NORMAL,LOW,TRUE,HIGH,LOW,LOW,ZERO,NORMAL,HIGH,LOW,LOW
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,HIGH,HIGH,TRUE,NORMAL,NORMAL,LOW,ZERO,NORMAL,NORMAL,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,TRUE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,NORMAL,ZERO,NORMAL,NORMAL,HIGH,LOW
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,HIGH,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,LOW,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,HIGH,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,HIGH,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,LOW,HIGH,HIGH,HIGH
FALSE,FALSE,FALSE,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,LOW
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,TRUE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,NORMAL,FALSE,NORMAL,NORMAL,FALSE,LOW,HIGH,HIGH,NORMAL,FALSE,HIGH,HIGH,NORMAL,ZERO,NORMAL,LOW,HIGH,LOW
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,LOW
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,NORMAL,LOW,FALSE,LOW,LOW,LOW,ZERO,NORMAL,NORMAL,NORMAL,LOW
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,TRUE,NORMAL,NORMAL,ZERO,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,HIGH,HIGH,HIGH,HIGH,FALSE,HIGH,LOW,LOW,ZERO,NORMAL,HIGH,HIGH,HIGH
TRUE,TRUE,FALSE,HIGH,HIGH,HIGH,LOW,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,HIGH,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,NORMAL,LOW,NORMAL
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,NORMAL
FALSE,FALSE,TRUE,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,NORMAL,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,HIGH
FALSE,FALSE,TRUE,HIGH,HIGH,HIGH,LOW,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,LOW,HIGH,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,ZERO,HIGH,NORMAL,HIGH,LOW,LOW
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,HIGH,HIGH,TRUE,NORMAL,NORMAL,LOW,ZERO,NORMAL,HIGH,HIGH,LOW
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,NORMAL,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,LOW
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,HIGH,HIGH,LOW,HIGH,LOW,TRUE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,HIGH,NORMAL,LOW,HIGH,HIGH
FALSE,FALSE,TRUE,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,FALSE,HIGH,HIGH,HIGH,LOW,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,HIGH,NORMAL,LOW,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,LOW
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,LOW,LOW,ZERO,NORMAL,HIGH,HIGH,LOW
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,HIGH,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,LOW,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,LOW,HIGH,NORMAL
FALSE,FALSE,TRUE,HIGH,HIGH,HIGH,LOW,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,NORMAL,LOW,LOW
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,LOW
FALSE,FALSE,TRUE,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,HIGH,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,NORMAL,HIGH,LOW
FALSE,FALSE,TRUE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,LOW,LOW,ZERO,LOW,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,NORMAL,HIGH,LOW,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,TRUE,NORMAL,NORMAL,ZERO,ZERO,ZERO,HIGH,TRUE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,NORMAL,NORMAL
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,LOW,ZERO,ZERO,LOW,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL
FALSE,FALSE,TRUE,HIGH,HIGH,HIGH,LOW,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,LOW,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,HIGH,NORMAL,LOW,NORMAL,LOW
FALSE,FALSE,TRUE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,LOW,HIGH,LOW
FALSE,FALSE,TRUE,HIGH,HIGH,HIGH,LOW,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,LOW,HIGH,LOW
FALSE,FALSE,TRUE,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,TRUE,NORMAL,NORMAL,ZERO,LOW,HIGH,LOW,TRUE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,HIGH,NORMAL,HIGH,NORMAL,NORMAL
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,ZERO,ZERO,LOW,HIGH,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,HIGH,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH
FALSE,FALSE,TRUE,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,LOW,HIGH,NORMAL
FALSE,TRUE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,NORMAL
FALSE,FALSE,FALSE,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,FALSE,HIGH,HIGH,HIGH,LOW,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,HIGH,NORMAL,LOW,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,HIGH,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,HIGH,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,NORMAL,LOW,FALSE,LOW,LOW,LOW,ZERO,NORMAL,HIGH,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,TRUE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,NORMAL,HIGH,LOW
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,HIGH,NORMAL,NORMAL,LOW,FALSE,LOW,LOW,LOW,LOW,NORMAL,HIGH,NORMAL,NORMAL
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,HIGH,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,LOW,HIGH,HIGH
FALSE,FALSE,FALSE,HIGH,HIGH,HIGH,NORMAL,TRUE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,TRUE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,HIGH,NORMAL,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,LOW
FALSE,FALSE,TRUE,HIGH,HIGH,HIGH,LOW,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,TRUE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,LOW,LOW,LOW
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,HIGH,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,HIGH
TRUE,TRUE,FALSE,LOW,LOW,LOW,LOW,FALSE,NORMAL,FALSE,TRUE,NORMAL,NORMAL,ZERO,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,HIGH,LOW,FALSE,LOW,HIGH,HIGH,LOW,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,LOW,LOW
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,LOW,FALSE,NORMAL,FALSE,FALSE,NORMAL,ZERO,ZERO,LOW,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,LOW,HIGH,HIGH,HIGH,TRUE,NORMAL,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW
FALSE,FALSE,FALSE,NORMAL,LOW,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,LOW,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,HIGH,HIGH,HIGH,HIGH,FALSE,HIGH,NORMAL,LOW,ZERO,NORMAL,NORMAL,HIGH,NORMAL
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,LOW,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,LOW,LOW
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,HIGH,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,NORMAL,HIGH,HIGH
FALSE,FALSE,FALSE,LOW,LOW,LOW,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,HIGH,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,TRUE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,LOW,HIGH,LOW
